"","coddepto","codprovincia","codmpio","depto","provincia","municipio","ano","ipm_asisescu_pob","pobl_tot"
"331",17,1704,17446,"Caldas","Alto oriente","Marulanda",2005,423.94281,3489
"332",17,1721,17486,"Caldas","Centro","Neira",2005,3714.3393,28140
"333",17,1762,17495,"Caldas","Oriente","Norcasia",2005,722.97673,6903
"334",17,1758,17513,"Caldas","Norte","P·cora",2005,1022.1407,15196
"335",17,1721,17524,"Caldas","Centro","Palestina",2005,1884.9693,18037
"336",17,1704,17541,"Caldas","Alto oriente","Pensilvania",2005,3848.968,26426
"337",17,1703,17614,"Caldas","Alto occidente","Riosucio",2005,6623.9495,54537
"338",17,1713,17616,"Caldas","Bajo occidente","Risaralda",2005,1064.299,10679
"339",17,1758,17653,"Caldas","Norte","Salamina",2005,2124.7135,20288
"340",17,1762,17662,"Caldas","Oriente","Saman·",2005,3969.2392,25649
"341",17,1713,17665,"Caldas","Bajo occidente","San JosÈ",2005,1037.6071,7572
"342",17,1703,17777,"Caldas","Alto occidente","SupÌa",2005,2356.8299,24847
"343",17,1762,17867,"Caldas","Oriente","Victoria",2005,927.0425,9165
"344",17,1721,17873,"Caldas","Centro","VillamarÌa",2005,3304.8005,46324
"345",17,1713,17877,"Caldas","Bajo occidente","Viterbo",2005,760.1599,13159
"346",18,1818,18001,"Caquet·","Caquet·","Florencia",2005,14520.312,144052
"347",18,1818,18029,"Caquet·","Caquet·","Albania",2005,898.43437,6394
"348",18,1818,18094,"Caquet·","Caquet·","BelÈn de Los Andaquies",2005,1565.7929,11081
"349",18,1818,18150,"Caquet·","Caquet·","Cartagena del Chair·",2005,7400.0338,28678
"350",18,1818,18205,"Caquet·","Caquet·","Curillo",2005,2160.6746,11121
"351",18,1818,18247,"Caquet·","Caquet·","El Doncello",2005,2929.1789,21547
"352",18,1818,18256,"Caquet·","Caquet·","El Paujil",2005,3675.6486,17634
"353",18,1818,18410,"Caquet·","Caquet·","La MontaÒita",2005,6481.978,22181
"354",18,1818,18460,"Caquet·","Caquet·","Mil·n",2005,2301.2137,11487
"355",18,1818,18479,"Caquet·","Caquet·","Morelia",2005,696.28808,3718
"356",18,1818,18592,"Caquet·","Caquet·","Puerto Rico",2005,5997.7097,32408
"357",18,1818,18610,"Caquet·","Caquet·","San JosÈ del Fragua",2005,2471.3014,13882
"358",18,1818,18753,"Caquet·","Caquet·","San Vicente del Cagu·n",2005,12490.887,56674
"359",18,1818,18756,"Caquet·","Caquet·","Solano",2005,4749.2293,19427
"360",18,1818,18785,"Caquet·","Caquet·","Solita",2005,1898.6407,9134
"361",18,1818,18860,"Caquet·","Caquet·","ValparaÌso",2005,2350.3773,11100
"362",19,1921,19001,"Cauca","Centro","Popay·n",2005,17157.562,257405
"363",19,1982,19022,"Cauca","Sur","Almaguer",2005,5211.7317,20463
"364",19,1982,19050,"Cauca","Sur","Argelia",2005,9402.4119,24538
"365",19,1982,19075,"Cauca","Sur","Balboa",2005,5467.1295,23602
"366",19,1982,19100,"Cauca","Sur","BolÌvar",2005,9758.4587,43978
"367",19,1958,19110,"Cauca","Norte","Buenos Aires",2005,5080.8058,26961
"368",19,1921,19130,"Cauca","Centro","CajibÌo",2005,7940.3129,34706
"369",19,1962,19137,"Cauca","Oriente","Caldono",2005,6171.888,30906
"370",19,1958,19142,"Cauca","Norte","Caloto(1)(3)",2005,4473.9243,36921
"371",19,1958,19212,"Cauca","Norte","Corinto",2005,4266.6171,28310
"372",19,1921,19256,"Cauca","Centro","El Tambo",2005,8192.4989,45804
"373",19,1982,19290,"Cauca","Sur","Florencia",2005,1306.7432,6028
"374",19,1982,19300,"Cauca","Sur","GuachenÈ (1)",2005,NA,0
"375",19,1960,19318,"Cauca","Occidente","Guapi",2005,6079.9411,28663
"376",19,1962,19355,"Cauca","Oriente","Inz·",2005,5662.3165,26989
"377",19,1962,19364,"Cauca","Oriente","JambalÛ",2005,3640.4024,14625
"378",19,1921,19392,"Cauca","Centro","La Sierra",2005,1662.2403,10937
"379",19,1982,19397,"Cauca","Sur","La Vega",2005,5968.9286,38435
"380",19,1960,19418,"Cauca","Occidente","LÛpez",2005,2165.6484,19326
"381",19,1982,19450,"Cauca","Sur","Mercaderes",2005,2939.5304,17702
"382",19,1958,19455,"Cauca","Norte","Miranda",2005,3982.2025,33245
"383",19,1921,19473,"Cauca","Centro","Morales",2005,4872.1949,24391
"384",19,1958,19513,"Cauca","Norte","Padilla",2005,741.37383,8336
"385",19,1962,19517,"Cauca","Oriente","Paez",2005,6956.533,31800
"386",19,1982,19532,"Cauca","Sur","PatÌa",2005,2933.0836,33195
"387",19,1982,19533,"Cauca","Sur","Piamonte",2005,1225.0473,7083
"388",19,1921,19548,"Cauca","Centro","PiendamÛ",2005,4367.5545,35804
"389",19,1958,19573,"Cauca","Norte","Puerto Tejada",2005,3242.8192,44324
"390",19,1962,19585,"Cauca","Oriente","PuracÈ",2005,3012.0209,14970
"391",19,1921,19622,"Cauca","Centro","Rosas",2005,1703.9291,12666
"392",19,1982,19693,"Cauca","Sur","San Sebasti·n",2005,2374.9281,12820
"393",19,1958,19698,"Cauca","Norte","Santander de Quilichao",2005,7090.723,80282
"394",19,1982,19701,"Cauca","Sur","Santa Rosa",2005,1991.5996,9579
"395",19,1962,19743,"Cauca","Oriente","Silvia",2005,6070.0052,30960
"396",19,1921,19760,"Cauca","Centro","Sotara",2005,2225.0053,15696
"397",19,1958,19780,"Cauca","Norte","Su·rez",2005,3286.3325,19244
"398",19,1982,19785,"Cauca","Sur","Sucre",2005,1978.4299,8955
"399",19,1921,19807,"Cauca","Centro","TimbÌo",2005,3037.9478,30028
"400",19,1960,19809,"Cauca","Occidente","TimbiquÌ",2005,6356.0427,20885
"401",19,1962,19821,"Cauca","Oriente","Toribio",2005,6575.1669,26512
"402",19,1962,19824,"Cauca","Oriente","TotorÛ",2005,3655.0518,17430
"403",19,1958,19845,"Cauca","Norte","Villa Rica",2005,1421.8311,14326
"404",20,2058,20001,"Cesar","Norte","Valledupar",2005,47960.229,354582
"405",20,2082,20011,"Cesar","Sur","Aguachica",2005,9861.3946,82346
"406",20,2058,20013,"Cesar","Norte","AgustÌn Codazzi",2005,7921.4295,53969
"407",20,2057,20032,"Cesar","Noroccidental","Astrea",2005,3012.6999,18394
"408",20,2020,20045,"Cesar","Central","Becerril",2005,2120.677,13941
"409",20,2057,20060,"Cesar","Noroccidental","Bosconia",2005,4974.962,30885
"410",20,2020,20175,"Cesar","Central","Chimichagua",2005,5397.9454,30993
"411",20,2020,20178,"Cesar","Central","Chiriguan·",2005,2470.6631,22146
"412",20,2020,20228,"Cesar","Central","CurumanÌ",2005,3918.2989,27560
"413",20,2057,20238,"Cesar","Noroccidental","El Copey",2005,3904.066,24971
"414",20,2057,20250,"Cesar","Noroccidental","El Paso",2005,3593.7851,20808
"415",20,2082,20295,"Cesar","Sur","Gamarra",2005,1748.4072,14472
"416",20,2082,20310,"Cesar","Sur","Gonz·lez",2005,2288.6968,9252
"417",20,2082,20383,"Cesar","Sur","La Gloria",2005,2026.1631,14586
"418",20,2020,20400,"Cesar","Central","La Jagua de Ibirico",2005,1901.9403,22082
"419",20,2058,20443,"Cesar","Norte","Manaure",2005,615.93338,11317
"420",20,2020,20517,"Cesar","Central","Pailitas",2005,1778.4845,15902
"421",20,2082,20550,"Cesar","Sur","Pelaya",2005,2088.4034,16561
"422",20,2058,20570,"Cesar","Norte","Pueblo Bello",2005,5712.2104,17228
"423",20,2082,20614,"Cesar","Sur","RÌo de Oro",2005,1889.3743,14406
"424",20,2058,20621,"Cesar","Norte","La Paz",2005,1544.9387,21874
"425",20,2082,20710,"Cesar","Sur","San Alberto",2005,3078.3881,20018
"426",20,2058,20750,"Cesar","Norte","San Diego",2005,1343.4779,13772
"427",20,2082,20770,"Cesar","Sur","San MartÌn",2005,3104.8068,17312
"428",20,2020,20787,"Cesar","Central","Tamalameque",2005,1590.7292,14046
"429",23,2321,23001,"CÛrdoba","Centro","MonterÌa",2005,30794.223,379094
"430",23,2374,23068,"CÛrdoba","San jorge","Ayapel",2005,6310.6633,42542
"431",23,2374,23079,"CÛrdoba","San jorge","Buenavista",2005,1725.714,19011
"432",23,2327,23090,"CÛrdoba","Costanera","Canalete",2005,2562.336,17315
"433",23,2377,23162,"CÛrdoba","Sin˙ medio","CeretÈ",2005,3729.7687,83928
"434",23,2314,23168,"CÛrdoba","Bajo sin˙","Chim· (1) (3)",2005,946.59706,13639
"435",23,2373,23182,"CÛrdoba","Sabanas","Chin˙",2005,3131.3542,43274
"436",23,2377,23189,"CÛrdoba","Sin˙ medio","CiÈnaga de Oro",2005,5398.7933,53145
"437",23,2314,23300,"CÛrdoba","Bajo sin˙","Cotorra",2005,1015.8838,15113
"438",23,2374,23350,"CÛrdoba","San jorge","La Apartada",2005,1516.0815,12702
"439",23,2314,23417,"CÛrdoba","Bajo sin˙","Lorica",2005,9419.5192,110316
"440",23,2327,23419,"CÛrdoba","Costanera","Los CÛrdobas",2005,2466.4665,17837
"441",23,2314,23464,"CÛrdoba","Bajo sin˙","Momil",2005,792.9357,14092
"442",23,2374,23466,"CÛrdoba","San jorge","MontelÌbano(1)(3)",2005,7210.6604,73258
"443",23,2327,23500,"CÛrdoba","Costanera","MoÒitos",2005,2705.9506,23597
"444",23,2374,23555,"CÛrdoba","San jorge","Planeta Rica",2005,8330.8322,61692
"445",23,2374,23570,"CÛrdoba","San jorge","Pueblo Nuevo",2005,3444.9296,31536
"446",23,2327,23574,"CÛrdoba","Costanera","Puerto Escondido",2005,2681.2836,21786
"447",23,2374,23580,"CÛrdoba","San jorge","Puerto Libertador",2005,6613.6028,35186
"448",23,2314,23586,"CÛrdoba","Bajo sin˙","PurÌsima",2005,1028.7403,14677
"449",23,2373,23660,"CÛrdoba","Sabanas","Sahag˙n",2005,9301.3541,87556
"450",23,2373,23670,"CÛrdoba","Sabanas","San AndrÈs Sotavento (1) (3)",2005,13102.308,63147
"451",23,2327,23672,"CÛrdoba","Costanera","San Antero",2005,2044.1927,26123
"452",23,2327,23675,"CÛrdoba","Costanera","San Bernardo del Viento",2005,2724.255,31405
"453",23,2377,23678,"CÛrdoba","Sin˙ medio","San Carlos",2005,2548.2114,23622
"454",23,2377,23682,"CÛrdoba","Sin˙ medio","San JosÈ de UrÈ(1)",2005,NA,0
"455",23,2377,23686,"CÛrdoba","Sin˙ medio","San Pelayo",2005,2535.5718,39260
"456",23,2305,23807,"CÛrdoba","Alto sin˙","Tierralta",2005,17337.862,78680
"457",23,2305,23815,"CÛrdoba","Alto sin˙","TuchÌn (1) (5)",2005,NA,0
"458",23,2305,23855,"CÛrdoba","Alto sin˙","Valencia",2005,7584.4884,34373
"459",25,2502,25001,"Cundinamarca","Alto magdalena","Agua de Dios",2005,651.85562,11822
"460",25,2536,25019,"Cundinamarca","Gualiva","Alb·n",2005,341.47814,5952
"461",25,2587,25035,"Cundinamarca","Tequendama","Anapoima",2005,686.32189,11503
"462",25,2587,25040,"Cundinamarca","Tequendama","Anolaima",2005,797.94648,13310
"463",25,2581,25053,"Cundinamarca","Sumapaz","Arbel·ez",2005,1174.8847,11806
"464",25,2545,25086,"Cundinamarca","Magdalena centro","Beltr·n",2005,168.34969,1947
"465",25,2545,25095,"Cundinamarca","Magdalena centro","Bituima",2005,162.01217,2657
"466",25,2572,25099,"Cundinamarca","Sabana occidente","Bojac·",2005,471.84959,8879
"467",25,2581,25120,"Cundinamarca","Sumapaz","Cabrera",2005,480.31188,4684
"468",25,2587,25123,"Cundinamarca","Tequendama","Cachipay",2005,789.16922,9995
"469",25,2571,25126,"Cundinamarca","Sabana centro","Cajic·",2005,1978.7662,45391
"470",25,2512,25148,"Cundinamarca","Bajo magdalena","CaparrapÌ",2005,1627.8512,16483
"471",25,2562,25151,"Cundinamarca","Oriente","Caqueza",2005,953.91716,16442
"472",25,2590,25154,"Cundinamarca","UbatÈ","Carmen de Carupa",2005,1324.2105,8491
"473",25,2545,25168,"Cundinamarca","Magdalena centro","ChaguanÌ",2005,375.04875,4101
"474",25,2571,25175,"Cundinamarca","Sabana centro","ChÌa",2005,2465.778,97907
"475",25,2562,25178,"Cundinamarca","Oriente","Chipaque",2005,727.75919,8395
"476",25,2562,25181,"Cundinamarca","Oriente","ChoachÌ",2005,791.05588,11165
"477",25,2501,25183,"Cundinamarca","Almeidas","Chocont·",2005,1836.6216,19512
"478",25,2571,25200,"Cundinamarca","Sabana centro","Cogua",2005,850.85197,18276
"479",25,2572,25214,"Cundinamarca","Sabana occidente","Cota",2005,940.17067,19909
"480",25,2590,25224,"Cundinamarca","UbatÈ","Cucunub·",2005,869.05867,7013
"481",25,2587,25245,"Cundinamarca","Tequendama","El Colegio",2005,1176.4186,20430
"482",25,2570,25258,"Cundinamarca","Rio negro","El PeÒÛn",2005,493.27744,4977
"483",25,2572,25260,"Cundinamarca","Sabana occidente","El Rosal",2005,977.96606,13502
"484",25,2572,25269,"Cundinamarca","Sabana occidente","Facatativ·",2005,5347.6275,107463
"485",25,2562,25279,"Cundinamarca","Oriente","Fomeque",2005,978.63728,12157
"486",25,2562,25281,"Cundinamarca","Oriente","Fosca",2005,1023.3945,6654
"487",25,2572,25286,"Cundinamarca","Sabana occidente","Funza",2005,2932.7156,61391
"488",25,2590,25288,"Cundinamarca","UbatÈ","F˙quene",2005,304.14983,5214
"489",25,2581,25290,"Cundinamarca","Sumapaz","Fusagasug·",2005,9482.7031,108949
"490",25,2539,25293,"Cundinamarca","Guavio","Gachala",2005,585.14091,5916
"491",25,2571,25295,"Cundinamarca","Sabana centro","Gachancip·",2005,832.89983,10886
"492",25,2539,25297,"Cundinamarca","Guavio","Gachet·",2005,827.74658,10409
"493",25,2539,25299,"Cundinamarca","Guavio","Gama",2005,490.9438,3873
"494",25,2502,25307,"Cundinamarca","Alto magdalena","Girardot",2005,4923.9342,97889
"495",25,2581,25312,"Cundinamarca","Sumapaz","Granada",2005,739.03317,6876
"496",25,2590,25317,"Cundinamarca","UbatÈ","Guachet·",2005,1156.1755,11517
"497",25,2512,25320,"Cundinamarca","Bajo magdalena","Guaduas",2005,2372.1766,31831
"498",25,2539,25322,"Cundinamarca","Guavio","Guasca",2005,660.90784,12442
"499",25,2502,25324,"Cundinamarca","Alto magdalena","GuataquÌ",2005,182.02555,2489
"500",25,2539,25326,"Cundinamarca","Guavio","Guatavita",2005,584.23223,6685
"501",25,2545,25328,"Cundinamarca","Magdalena centro","Guayabal de Siquima",2005,160.63541,3652
"502",25,2562,25335,"Cundinamarca","Oriente","Guayabetal",2005,448.00311,4780
"503",25,2562,25339,"Cundinamarca","Oriente","GutiÈrrez",2005,387.23643,3489
"504",25,2502,25368,"Cundinamarca","Alto magdalena","JerusalÈn",2005,266.45971,2723
"505",25,2539,25372,"Cundinamarca","Guavio","JunÌn",2005,856.87895,8448
"506",25,2539,25377,"Cundinamarca","Guavio","La Calera",2005,1976.3924,23768
"507",25,2587,25386,"Cundinamarca","Tequendama","La Mesa",2005,1530.726,27165
"508",25,2570,25394,"Cundinamarca","Rio negro","La Palma",2005,609.9322,9918
"509",25,2536,25398,"Cundinamarca","Gualiva","La PeÒa",2005,731.28004,6989
"510",25,2536,25402,"Cundinamarca","Gualiva","La Vega",2005,552.85204,13265
"511",25,2590,25407,"Cundinamarca","UbatÈ","Lenguazaque",2005,1321.269,9769
"512",25,2501,25426,"Cundinamarca","Almeidas","Macheta",2005,591.3213,6847
"513",25,2572,25430,"Cundinamarca","Sabana occidente","Madrid",2005,2855.2545,62436
"514",25,2501,25436,"Cundinamarca","Almeidas","Manta",2005,267.73441,4627
"515",25,2550,25438,"Cundinamarca","Medina","Medina",2005,1889.3146,9845
"516",25,2572,25473,"Cundinamarca","Sabana occidente","Mosquera",2005,3490.2587,63237
"517",25,2502,25483,"Cundinamarca","Alto magdalena","NariÒo",2005,167.02591,2092
"518",25,2571,25486,"Cundinamarca","Sabana centro","NemocÛn",2005,1031.7141,11303
"519",25,2502,25488,"Cundinamarca","Alto magdalena","Nilo",2005,808.6678,14174
"520",25,2536,25489,"Cundinamarca","Gualiva","Nimaima",2005,295.99138,5523
"521",25,2536,25491,"Cundinamarca","Gualiva","Nocaima",2005,322.25026,7734
"522",25,2581,25506,"Cundinamarca","Sumapaz","Venecia",2005,355.78821,3934
"523",25,2570,25513,"Cundinamarca","Rio negro","Pacho",2005,1392.4763,25414
"524",25,2570,25518,"Cundinamarca","Rio negro","Paime",2005,609.35725,5473
"525",25,2581,25524,"Cundinamarca","Sumapaz","Pandi",2005,568.03443,5468
"526",25,2550,25530,"Cundinamarca","Medina","Paratebueno",2005,1159.8668,7416
"527",25,2581,25535,"Cundinamarca","Sumapaz","Pasca",2005,1163.0353,11122
"528",25,2512,25572,"Cundinamarca","Bajo magdalena","Puerto Salgar",2005,1260.208,15519
"529",25,2545,25580,"Cundinamarca","Magdalena centro","PulÌ",2005,215.15993,2945
"530",25,2536,25592,"Cundinamarca","Gualiva","Quebradanegra",2005,419.4908,4691
"531",25,2562,25594,"Cundinamarca","Oriente","Quetame",2005,609.40429,6570
"532",25,2587,25596,"Cundinamarca","Tequendama","Quipile",2005,572.07001,8217
"533",25,2587,25599,"Cundinamarca","Tequendama","Apulo",2005,654.36271,7822
"534",25,2502,25612,"Cundinamarca","Alto magdalena","Ricaurte",2005,465.50385,8145
"535",25,2587,25645,"Cundinamarca","Tequendama","San Antonio del Tequendama",2005,853.68473,12374
"536",25,2581,25649,"Cundinamarca","Sumapaz","San Bernardo",2005,1030.8702,10334
"537",25,2570,25653,"Cundinamarca","Rio negro","San Cayetano",2005,591.56253,5276
"538",25,2536,25658,"Cundinamarca","Gualiva","San Francisco",2005,773.9328,8304
"539",25,2545,25662,"Cundinamarca","Magdalena centro","San Juan de RÌo Seco",2005,617.92514,9792
"540",25,2536,25718,"Cundinamarca","Gualiva","Sasaima",2005,481.93215,10205
"541",25,2501,25736,"Cundinamarca","Almeidas","SesquilÈ",2005,750.10519,9817
"542",25,2578,25740,"Cundinamarca","Soacha","SibatÈ",2005,2439.8651,31675
"543",25,2581,25743,"Cundinamarca","Sumapaz","Silvania",2005,1935.7535,21392
"544",25,2590,25745,"Cundinamarca","UbatÈ","Simijaca",2005,613.59512,11017
"545",25,2578,25754,"Cundinamarca","Soacha","Soacha",2005,31158.348,401996
"546",25,2571,25758,"Cundinamarca","Sabana centro","SopÛ",2005,1035.814,21223
"547",25,2572,25769,"Cundinamarca","Sabana occidente","Subachoque",2005,751.65325,13041
"548",25,2501,25772,"Cundinamarca","Almeidas","Suesca",2005,1137.0286,14242
"549",25,2536,25777,"Cundinamarca","Gualiva","Supat·",2005,450.18186,4952
"550",25,2590,25779,"Cundinamarca","UbatÈ","Susa",2005,1163.6002,9782
"551",25,2590,25781,"Cundinamarca","UbatÈ","Sutatausa",2005,410.40113,4742
"552",25,2571,25785,"Cundinamarca","Sabana centro","Tabio",2005,1033.2217,20850
"553",25,2590,25793,"Cundinamarca","UbatÈ","Tausa",2005,782.11121,7715
"554",25,2587,25797,"Cundinamarca","Tequendama","Tena",2005,479.43787,7569
"555",25,2572,25799,"Cundinamarca","Sabana occidente","Tenjo",2005,1278.4473,18466
"556",25,2581,25805,"Cundinamarca","Sumapaz","Tibacuy",2005,306.50814,4843
"557",25,2501,25807,"Cundinamarca","Almeidas","Tibirita",2005,168.83929,3018
"558",25,2502,25815,"Cundinamarca","Alto magdalena","Tocaima",2005,1736.2371,17196
"559",25,2571,25817,"Cundinamarca","Sabana centro","Tocancip·",2005,1221.219,24154
"560",25,2570,25823,"Cundinamarca","Rio negro","TopaipÌ",2005,641.08586,4817
"561",25,2539,25839,"Cundinamarca","Guavio","Ubal·",2005,1322.218,11892
"562",25,2562,25841,"Cundinamarca","Oriente","Ubaque",2005,652.09618,6879
"563",25,2590,25843,"Cundinamarca","UbatÈ","Villa de San Diego de Ubate",2005,2512.1355,36433
"564",25,2562,25845,"Cundinamarca","Oriente","Une",2005,708.73332,8014
"565",25,2536,25851,"Cundinamarca","Gualiva","⁄tica",2005,284.45831,4941
"566",25,2536,25862,"Cundinamarca","Gualiva","Vergara",2005,678.96378,7730
"567",25,2545,25867,"Cundinamarca","Magdalena centro","VianÌ",2005,396.49753,4115
"568",25,2570,25871,"Cundinamarca","Rio negro","VillagÛmez",2005,192.61766,2183
"569",25,2501,25873,"Cundinamarca","Almeidas","VillapinzÛn",2005,2169.5035,16573
"570",25,2536,25875,"Cundinamarca","Gualiva","Villeta",2005,1770.6011,24340
"571",25,2587,25878,"Cundinamarca","Tequendama","Viot·",2005,1050.0777,13567
"572",25,2570,25885,"Cundinamarca","Rio negro","YacopÌ",2005,2388.8032,16411
"573",25,2572,25898,"Cundinamarca","Sabana occidente","ZipacÛn",2005,442.13582,5016
"574",25,2571,25899,"Cundinamarca","Sabana centro","Zipaquir·",2005,5379.7899,101562
"575",27,2710,27001,"ChocÛ","Atrato","QuibdÛ",2005,15585.574,112909
"576",27,2728,27006,"ChocÛ","Darien","AcandÌ",2005,1610.0784,10455
"577",27,2764,27025,"ChocÛ","Pacifico sur","Alto Baudo",2005,14397.622,28961
"578",27,2710,27050,"ChocÛ","Atrato","Atrato",2005,3119.0645,7561
"579",27,2710,27073,"ChocÛ","Atrato","BagadÛ",2005,3612.7789,8454
"580",27,2763,27075,"ChocÛ","Pacifico norte","BahÌa Solano",2005,1181.1505,9094
"581",27,2764,27077,"ChocÛ","Pacifico sur","Bajo BaudÛ",2005,5660.8997,16375
"582",27,2710,27099,"ChocÛ","Atrato","Bojaya",2005,3986.7019,9941
"583",27,2775,27135,"ChocÛ","San juan","El CantÛn del San Pablo",2005,3294.0624,6213
"584",27,2728,27150,"ChocÛ","Darien","Carmen del Darien",2005,2381.2006,5111
"585",27,2775,27160,"ChocÛ","San juan","CÈrtegui",2005,2670.0572,9524
"586",27,2775,27205,"ChocÛ","San juan","Condoto",2005,1646.0047,13098
"587",27,2710,27245,"ChocÛ","Atrato","El Carmen de Atrato",2005,1941.5226,11849
"588",27,2764,27250,"ChocÛ","Pacifico sur","El Litoral del San Juan",2005,3312.1061,12244
"589",27,2775,27361,"ChocÛ","San juan","Istmina",2005,4993.474,23639
"590",27,2763,27372,"ChocÛ","Pacifico norte","JuradÛ",2005,2228.9087,3609
"591",27,2710,27413,"ChocÛ","Atrato","LlorÛ",2005,2637.1824,10248
"592",27,2710,27425,"ChocÛ","Atrato","Medio Atrato",2005,9456.7121,21037
"593",27,2764,27430,"ChocÛ","Pacifico sur","Medio BaudÛ",2005,4325.9922,11715
"594",27,2775,27450,"ChocÛ","San juan","Medio San Juan",2005,2277.4479,13027
"595",27,2775,27491,"ChocÛ","San juan","NÛvita",2005,3275.4797,7867
"596",27,2763,27495,"ChocÛ","Pacifico norte","NuquÌ",2005,1472.0276,7625
"597",27,2775,27580,"ChocÛ","San juan","RÌo Iro",2005,2391.9618,8084
"598",27,2710,27600,"ChocÛ","Atrato","RÌo Quito",2005,2108.7953,7888
"599",27,2728,27615,"ChocÛ","Darien","Riosucio(2)",2005,6764.2637,28230
"600",27,2775,27660,"ChocÛ","San juan","San JosÈ del Palmar",2005,1543.5278,5068
"601",27,2775,27745,"ChocÛ","San juan","SipÌ",2005,864.50182,3481
"602",27,2775,27787,"ChocÛ","San juan","TadÛ",2005,2961.8613,18041
"603",27,2728,27800,"ChocÛ","Darien","UnguÌa",2005,3456.6201,14544
"604",27,2775,27810,"ChocÛ","San juan","UniÛn Panamericana",2005,2651.5432,8161
"605",41,4158,41001,"Huila","Norte","Neiva",2005,23527.326,315999
"606",41,4182,41006,"Huila","Sur","Acevedo",2005,6554.0187,26414
"607",41,4121,41013,"Huila","Centro","Agrado",2005,997.25097,8491
"608",41,4158,41016,"Huila","Norte","Aipe",2005,2614.1724,19793
"609",41,4158,41020,"Huila","Norte","Algeciras",2005,4395.7566,23433
"610",41,4121,41026,"Huila","Centro","Altamira",2005,208.94377,3591
"611",41,4158,41078,"Huila","Norte","Baraya",2005,709.5565,9182
"612",41,4158,41132,"Huila","Norte","Campoalegre",2005,4365.3865,32178
"613",41,4158,41206,"Huila","Norte","Colombia",2005,2511.4934,11196
"614",41,4182,41244,"Huila","Sur","ElÌas",2005,447.22674,3337
"615",41,4121,41298,"Huila","Centro","GarzÛn",2005,10561.616,69823
"616",41,4121,41306,"Huila","Centro","Gigante",2005,3631.2701,28132
"617",41,4121,41319,"Huila","Centro","Guadalupe",2005,2910.3135,17577
"618",41,4158,41349,"Huila","Norte","Hobo",2005,1174.5912,6542
"619",41,4158,41357,"Huila","Norte","Iquira",2005,1468.9491,10621
"620",41,4182,41359,"Huila","Sur","Isnos",2005,5271.7833,23699
"621",41,4160,41378,"Huila","Occidente","La Argentina",2005,1703.0897,11592
"622",41,4160,41396,"Huila","Occidente","La Plata",2005,9538.767,52166
"623",41,4160,41483,"Huila","Occidente","N·taga",2005,805.66852,5838
"624",41,4182,41503,"Huila","Sur","Oporapa",2005,2644.9293,10792
"625",41,4160,41518,"Huila","Occidente","Paicol",2005,537.676,5208
"626",41,4158,41524,"Huila","Norte","Palermo",2005,3084.2144,27202
"627",41,4182,41530,"Huila","Sur","Palestina",2005,2130.6675,10250
"628",41,4121,41548,"Huila","Centro","Pital",2005,2071.6484,12831
"629",41,4182,41551,"Huila","Sur","Pitalito",2005,18024.312,102460
"630",41,4158,41615,"Huila","Norte","Rivera",2005,1979.8545,16689
"631",41,4182,41660,"Huila","Sur","Saladoblanco",2005,2714.9711,10236
"632",41,4182,41668,"Huila","Sur","San AgustÌn",2005,6084.1715,29680
"633",41,4158,41676,"Huila","Norte","Santa MarÌa",2005,1938.0741,10228
"634",41,4121,41770,"Huila","Centro","Suaza",2005,2380.4336,14374
"635",41,4121,41791,"Huila","Centro","Tarqui",2005,3011.5664,15917
"636",41,4160,41797,"Huila","Occidente","Tesalia",2005,762.84118,8872
"637",41,4158,41799,"Huila","Norte","Tello",2005,2312.6955,13565
"638",41,4158,41801,"Huila","Norte","Teruel",2005,1256.4401,8226
"639",41,4182,41807,"Huila","Sur","Timan·",2005,2957.0377,20025
"640",41,4158,41872,"Huila","Norte","Villavieja",2005,828.72163,7376
"641",41,4158,41885,"Huila","Norte","Yaguar·",2005,540.00713,7870
"642",44,4458,44001,"La Guajira","Norte","Riohacha",2005,22019.592,167886
"643",44,4458,44035,"La Guajira","Norte","Albania",2005,3315.4923,20815
"644",44,4482,44078,"La Guajira","Sur","Barrancas",2005,3668.1326,26329
"645",44,4458,44090,"La Guajira","Norte","Dibulla",2005,5285.9104,21798
"646",44,4482,44098,"La Guajira","Sur","DistracciÛn",2005,2001.922,11962
"647",44,4482,44110,"La Guajira","Sur","El Molino",2005,1132.7256,7315
"648",44,4482,44279,"La Guajira","Sur","Fonseca",2005,2990.7818,26831
"649",44,4482,44378,"La Guajira","Sur","Hatonuevo",2005,2899.0882,16383
"650",44,4482,44420,"La Guajira","Sur","La Jagua del Pilar",2005,462.05655,2721
"651",44,4458,44430,"La Guajira","Norte","Maicao",2005,23164.53,123768
"652",44,4458,44560,"La Guajira","Norte","Manaure",2005,21731.683,67584
"653",44,4482,44650,"La Guajira","Sur","San Juan del Cesar",2005,4014.3534,33654
"654",44,4458,44847,"La Guajira","Norte","Uribia",2005,62567.037,117601
"655",44,4482,44855,"La Guajira","Sur","Urumita",2005,2485.2888,13349
"656",44,4482,44874,"La Guajira","Sur","Villanueva",2005,2695.5906,23538
"657",47,4776,47001,"Magdalena","Santa marta","Santa Marta",2005,31892.393,415404
"658",47,4758,47030,"Magdalena","Norte","Algarrobo",2005,2600.4682,11778
"659",47,4758,47053,"Magdalena","Norte","Aracataca",2005,6044.8788,35520
"660",47,4721,47058,"Magdalena","Centro","AriguanÌ",2005,5501.9041,31047
